,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,dist_pp_19,student_teacher_ratio_19_20,student_school_psychologists_ratio_19_20,student_support_services_staff_ratio_19_20,student_school_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title_1_schools_19_20,percent_title_1_schoolwide_schools_19_20,percent_of_inexperienced_teachers_19_20,percent_of_out_of_field_teachers_19_20,tech_grant_percent_schools_participation,1920_enrollrate,2021_enrollrate,percent_students_bipoc_19,percent_students_bipoc_21,19_20_asian,19_20_asian_disadv,19_20_black_not_hisp,19_20_black_not_hisp_disadv,19_20_hisp,19_20_hisp_disadv,19_20_white_not_hisp,19_20_white_not_hisp_disadv,20_21_asian,20_21_asian_disadv,20_21_black_not_hisp,20_21_black_not_hisp_disadv,20_21_hisp,20_21_hisp_disadv,20_21_white_not_hisp,20_21_white_not_hisp_disadv,avg_grad_rate_16_19_total,avg_grad_rate_16_19_asian,avg_grad_rate_16_19_black,avg_grad_rate_16_19_hisp,avg_grad_rate_16_19_white,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,avg_drop_rate_16_19_total,avg_drop_rate_16_19_black,avg_drop_rate_16_19_asian,avg_drop_rate_16_19_white,avg_drop_rate_16_19_hisp,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,total_population,median_income,total_percent_below_poverty_level,percent_county_bipoc_19,percent_total_population_hispanic,percent_total_population_white_alone,percent_total_population_black_or_african_american_alone,percent_total_population_asian_alone,total_household,smartphone_with_no_other_type_of_computing_device,no_computer,cellular_data_plan_no_internet_subscription,without_an_internet_subscription_total,2020_12_hosps_rate,2020_12_deaths_rate,2020_12_cases_rate,LAT,LON
54,HAMPTON CITY PBLC SCHS,19589,1378.5,33,2,10910.62069,14.2,2880.7,102.6,175.5,495.9,0.424,1.0,0.077,0.011000000000000001,0.8787878787878788,0.30091417,0.353549089,0.6776416538999999,0.68879063715,0.01766207249,0.01398446171,0.5911179173,0.6693673696000001,0.06886166411,0.06625971142999999,0.2309851965,0.1586015538,0.016957087130000003,0.014824024480000001,0.602756827,0.6772188217,0.06907672302000001,0.06790359602000001,0.217373212,0.149579189,0.92,0.97,0.92,0.9424999999999999,0.9,0.96,1.0,0.96,0.98,0.96,0.02,0.025,0.015,0.015000000000000001,0.0,0.01,0.0,0.02,0.01,0.0,135041.0,56287.0,0.152,0.5740000000000001,0.057999999999999996,0.382,0.49200000000000005,0.024,"55,633",0.105,0.065,0.109,0.141,0.045013850415512466,0.0110803324099723,0.0320791463333358,37.0251,-76.3478
55,HANOVER CO PBLC SCHS,17541,1153.5,25,3,10507.28571,15.2,1754.1,92.5,171.3,565.8,0.08,1.0,0.024,0.026000000000000002,0.92,0.278358651,0.295261742,0.17171198905,0.18106422907,0.02166353116,0.023978468309999997,0.09349523972,0.2021042329,0.05655321817000001,0.1333496452,0.7757824525,0.5610472229,0.023609177309999996,0.02936416185,0.09498153641,0.1935260116,0.06247351535,0.136416185,0.7656032447,0.5650867052,0.95,0.97,0.935,0.85,0.9575,0.96,0.93,0.96,0.91,0.96,0.0275,0.0425,0.03,0.02,0.115,0.02,0.04,0.01,0.07,0.02,105537.0,89390.0,0.053,0.134,0.03,0.838,0.08900000000000001,0.015,"39,521",0.076,0.07400000000000001,0.125,0.14300000000000002,0.051201671891327065,0.018808777429467086,0.03627163933028227,37.7683,-77.4749
56,HARRISONBURG CITY PBLC SCHS,6611,482.1,10,2,12046.66667,13.7,1322.2,149.2,194.4,413.2,0.6,1.0,0.124,0.04,0.9,0.296129032,0.285121107,0.62845909576,0.6384449907599999,0.02812641766,0.01959444065,0.10086193859999999,0.1187058555,0.4994707395,0.5939849624,0.3296537124,0.22920938710000002,0.025046097110000002,0.01958074176,0.09895513215,0.11794517389999999,0.5144437614999999,0.5968670813,0.3166871543,0.2246026261,0.8825000000000001,0.9724999999999999,0.9075,0.8275000000000001,0.935,0.88,1.0,0.92,0.82,0.94,0.08249999999999999,0.05,0.0,0.045000000000000005,0.14250000000000002,0.09,0.0,0.02,0.16,0.03,53273.0,46679.0,0.28300000000000003,0.3,0.19699999999999998,0.6609999999999999,0.065,0.038,,,,,,0.029425182481751824,0.010036496350364963,0.08229309406265838,38.450096,-78.868542
57,HENRICO CO PBLC SCHS,51786,3030.6,81,3,9805.283582,17.1,1618.3,82.9,186.8,398.4,0.259,1.0,0.026000000000000002,0.004,0.8271604938271605,0.33286081300000003,0.338446088,0.583149886,0.596820147,0.118236589,0.06431701456,0.35837871239999997,0.5353154596,0.1065345846,0.1690147482,0.3666048739,0.18197238840000002,0.1251220338,0.06467334036,0.36118029129999996,0.5437741482,0.11051782190000001,0.1615735862,0.3505210097,0.18177028450000002,0.9125000000000001,0.9524999999999999,0.9025000000000001,0.7775000000000001,0.94,0.91,0.98,0.89,0.72,0.95,0.06,0.07,0.035,0.0375,0.19,0.07,0.02,0.07,0.26,0.03,327535.0,70307.0,0.091,0.434,0.055999999999999994,0.531,0.295,0.083,"130,591",0.07200000000000001,0.07400000000000001,0.078,0.136,0.05528086244629975,0.02374969603631353,0.037666203611827744,37.5416,-77.3823
58,HENRY CO PBLC SCHS,7381,475.2,13,1,9566.692308,15.5,1845.2,277.5,182.7,388.5,0.6920000000000001,1.0,0.037000000000000005,0.019,1.0,0.309994353,0.32754342399999997,0.36851375152,0.37798036462,0.00352255792,0.00399254725,0.2148760331,0.2294383817,0.1501151605,0.18818206020000003,0.5571060832,0.4961405377,0.00392706872,0.0037435657500000004,0.2208976157,0.247543285,0.1531556802,0.1848385587,0.5419354839,0.4766027141,0.89,,0.895,0.92,0.885,0.9,,0.94,0.93,0.9,0.0675,0.075,,0.0675,0.0575,0.05,,0.03,0.05,0.06,51308.0,37952.0,0.18100000000000002,0.28300000000000003,0.055,0.698,0.222,0.006,,,,,,0.08191126279863481,0.020098596890405763,0.05139549388009667,36.741351,-79.89338199999999
59,HIGHLAND CO PBLC SCHS,218,22.8,2,1,18850.5,9.5,,87.2,,109.0,1.0,0.0,0.067,0.4,1.0,0.347826087,0.45,,,,,,,0.00917431193,0.0,0.9724770642,1.0,,,,,0.010869565219999999,0.0,0.9673913043,1.0,0.955,,,,0.955,1.0,,,,1.0,0.03,,,0.03,,0.0,,,,0.0,2204.0,48587.0,0.10099999999999999,0.0,0.0,0.993,0.0,0.0,,,,,,0.0,0.0,0.02586206896551724,38.4072,-79.5792
60,HOPEWELL CITY PBLC SCHS,4283,318.9,7,3,11959.2,13.4,4283.0,121.7,194.7,382.4,0.5710000000000001,1.0,0.073,0.073,0.7142857142857143,0.410891089,0.487847222,0.73639971981,0.74210278168,0.010273173009999999,0.00958627649,0.6149894933,0.6659939455,0.1111370535,0.09334006053999999,0.2421200093,0.21745711399999998,0.009429514379999998,0.00956399437,0.6185761433,0.6267229255,0.11409712400000002,0.1108298172,0.2289014616,0.2267229255,0.8674999999999999,,0.87,0.8775,0.8725,0.8,,0.78,0.86,0.84,0.0925,0.09,,0.0925,0.07,0.07,,0.05,0.14,0.08,22456.0,39030.0,0.23600000000000002,0.515,0.079,0.465,0.42200000000000004,0.013999999999999999,,,,,,0.07474518686296716,0.011325028312570781,0.039321339508371925,37.30057,-77.296766
61,ISLE OF WIGHT CO PBLC SCHS,5630,370.0,9,1,10453.444440000001,15.2,2815.0,93.1,165.6,552.0,0.33299999999999996,1.0,0.040999999999999995,0.044000000000000004,1.0,0.271784232,0.317614424,0.30603907634000005,0.31597479615999996,0.01207815275,0.014917421419999998,0.24777975130000002,0.4453915823,0.04618117229,0.05594033031,0.626642984,0.4256792754,0.011119347659999999,0.01185536455,0.2529651594,0.4368701838,0.0518902891,0.04919976289,0.6113787991,0.43331357439999996,0.9400000000000001,,0.9175000000000001,0.9625,0.9475000000000001,0.93,,0.91,0.89,0.94,0.0325,0.05,,0.027500000000000004,0.0375,0.04,,0.05,0.11,0.03,36627.0,73991.0,0.105,0.262,0.031,0.7070000000000001,0.222,0.009000000000000001,,,,,,0.05200789993416721,0.019091507570770244,0.041472138040243536,36.974567,-76.648393
62,KING GEO CO PBLC SCHS,4518,282.4,5,4,9927.0,16.0,2259.0,142.1,204.4,868.8,0.6,0.0,0.032,0.073,1.0,0.346652268,0.34715025899999996,0.23904382472,0.24319292531,0.01084550686,0.0,0.1525011067,0.2908366534,0.07569721116,0.09030544489,0.6624612660000001,0.49867197879999997,0.01070514312,0.0,0.1549918548,0.2967332123,0.07749592739,0.08892921960000001,0.650919246,0.46823956440000003,0.945,,0.9400000000000001,0.975,0.9525,0.95,,0.89,1.0,0.96,0.0375,0.0375,,0.03,0.0125,0.03,,0.08,0.0,0.02,26229.0,94274.0,0.051,0.229,0.054000000000000006,0.7340000000000001,0.162,0.013000000000000001,,,,,,0.04619565217391304,0.01358695652173913,0.028060543673033664,38.2696,-77.1908
63,KING WILLIAM CO PBLC SCHS,2188,143.3,4,1,11267.5,15.3,2188.0,312.6,182.3,683.8,0.25,1.0,0.038,0.006,1.0,0.28270676699999997,0.268370607,0.19058500912000004,0.17987045337000002,0.00457038391,,0.15539305300000003,0.3258785942,0.03062157221,0.06230031949,0.75,0.5143769968,0.00398604883,,0.1429995017,0.29271708679999997,0.03288490284,0.058823529410000006,0.7538614848,0.5532212885,0.915,,0.9099999999999999,,0.92,0.91,,0.88,,0.92,0.065,0.0625,,0.0625,,0.05,,0.03,,0.05,16688.0,66987.0,0.084,0.199,0.026000000000000002,0.768,0.161,0.012,,,,,,0.05739514348785872,0.011037527593818985,0.027145254074784277,37.695374,-77.034736
64,KING AND QUEEN CO PBLC SCHS,833,56.5,3,1,13361.33333,14.7,1666.0,94.7,138.8,208.2,0.667,0.0,0.145,0.10099999999999999,1.0,0.234177215,0.26119403,0.37935174065,0.3382857143,0.01320528211,0.0,0.3121248499,0.3961813842,0.054021608639999996,0.05966587112000001,0.5270108043,0.4295942721,0.013714285710000001,0.0,0.2502857143,0.3287981859,0.07428571429,0.040816326529999995,0.5657142857,0.5011337868,0.8425,,,,0.7999999999999999,0.93,,1.0,,0.88,0.08,,,0.10500000000000001,,0.02,,0.0,,0.06,7042.0,63982.0,0.124,0.29400000000000004,0.032,0.662,0.262,0.0,,,,,,0.08771929824561403,0.011695906432748537,0.024282874183470606,37.669103,-76.876993
65,LANCASTER CO PBLC SCHS,1079,82.8,3,1,13176.0,13.0,1079.0,56.8,107.9,245.2,0.33299999999999996,1.0,0.07400000000000001,0.07400000000000001,1.0,0.28348909699999997,0.30897009999999997,0.5810936051799999,0.59072978308,0.01019462465,0.0,0.5625579239999999,0.7336377473,0.00834105653,0.0,0.3660797034,0.2100456621,0.009861932940000002,0.0,0.5719921105,0.7295690936,0.008875739640000001,0.0,0.3599605523,0.2184249629,0.875,,0.865,,0.87,0.91,,0.93,,0.88,0.0975,0.105,,0.10250000000000001,,0.06,,0.07,,0.08,10724.0,53711.0,0.098,0.322,0.006,0.675,0.308,0.008,,,,,,0.0436046511627907,0.005813953488372093,0.03207758299142111,37.6907,-76.4134
66,LEE CO PBLC SCHS,3192,262.9,11,1,11150.6,12.1,3192.0,99.8,133.0,336.0,0.727,1.0,0.051,0.086,0.9090909090909091,0.35977859799999995,0.369202226,0.02224310777,0.02263779528,0.00219298246,0.0,0.00595238095,0.0,0.01409774436,0.01147342995,0.9658521303000001,0.9788647343,0.00131233596,0.0,0.0062335958,0.0,0.01509186352,0.0120886501,0.9645669291,0.9771658831000001,0.8275,,,,0.8275,0.88,,,,0.87,0.10999999999999999,,,0.10999999999999999,,0.07,,,,0.08,23948.0,32888.0,0.255,0.062,0.02,0.929,0.039,0.003,,,,,,0.04065040650406504,0.01964769647696477,0.06163353933522633,36.690453000000005,-83.11238399999999
67,LEXINGTON CITY PBLC SCHS,503,38.1,2,4,10633.5,13.2,,201.2,125.8,5030.0,0.5,0.0,0.045,0.0,1.0,0.0,0.0,0.17097415507,0.17634408603,0.02982107356,,0.06560636183,0.18897637799999997,0.07554671967999999,0.1653543307,0.7912524851,0.6456692913000001,0.03225806452,0.0,0.06666666667,0.17355371899999997,0.07741935484,0.1570247934,0.7741935484,0.6694214876,,,,,,,,,,,,,,,,,,,,,7241.0,42632.0,0.27399999999999997,0.183,0.061,0.7909999999999999,0.087,0.035,,,,,,0.028523489932885907,0.006711409395973154,0.08230907333241265,37.78635,-79.43508100000001
68,LOUDOUN CO PBLC SCHS,83606,5995.1,94,3,15336.444440000001,13.9,1520.1,62.3,153.4,269.3,0.085,1.0,0.05,0.019,1.0,0.279609544,0.268212735,0.47572468516,0.49698102535,0.2277054317,0.1308806869,0.06826873816,0.1119193847,0.17975051530000002,0.5452268797,0.4614513958,0.1712479876,0.2435347213,0.139830999,0.07075837135,0.1128602848,0.1826879327,0.5265076976999999,0.4386551728,0.17774047920000002,0.9575,0.9875,0.96,0.8374999999999999,0.98,0.97,0.99,0.97,0.89,0.99,0.03,0.0175,0.005,0.01,0.13,0.02,0.0,0.02,0.1,0.0,395134.0,142299.0,0.034,0.394,0.136,0.561,0.073,0.185,"133,750",0.022000000000000002,0.018000000000000002,0.055,0.045,0.04601595031406592,0.011221681134871904,0.03585872134516392,39.0334,-77.5174
69,LOUISA CO PBLC SCHS,4987,366.1,6,1,11592.0,13.6,1108.2,74.5,216.8,412.1,0.667,1.0,0.05,0.013999999999999999,1.0,0.334555454,0.321428571,0.22017244837,0.2174959872,0.00741929015,0.0,0.1519951875,0.21994134899999998,0.060757970720000005,0.08504398827000001,0.6966111891,0.5814830331,0.007825040129999999,0.00515668386,0.1472712681,0.2161840539,0.062399678970000004,0.0856802856,0.6970304976,0.5791352638,0.925,,0.9424999999999999,,0.9225000000000001,0.94,,0.93,0.95,0.94,0.042499999999999996,0.02,,0.049999999999999996,,0.02,,0.03,0.0,0.03,36040.0,60975.0,0.11800000000000001,0.182,0.028999999999999998,0.78,0.147,0.006,,,,,,0.06430155210643015,0.009977827050997782,0.025027746947835737,38.021,-77.9227
70,LUNENBURG CO PBLC SCHS,1590,116.5,4,1,6476.5,13.7,,119.5,198.8,397.5,0.5,1.0,0.049,0.063,1.0,0.298050139,0.347181009,0.45220125784000004,0.44512946982,0.0012578616400000001,0.0,0.3283018868,0.4145129225,0.1226415094,0.17296222660000002,0.48993710690000003,0.34890656059999997,0.00123304562,0.0,0.30949445130000003,0.4047619048,0.1344019729,0.1478696742,0.4938347719,0.3784461153,0.8525,,0.835,,0.8600000000000001,0.86,,0.91,,0.87,0.09999999999999999,0.1025,,0.105,,0.08,,0.07,,0.06,12282.0,44303.0,0.16399999999999998,0.389,0.05,0.594,0.311,0.027999999999999997,,,,,,0.031609195402298854,0.011494252873563218,0.028334147532975085,36.966652,-78.15579
71,LYNCHBURG CITY PBLC SCHS,8197,600.6,18,2,11551.25,13.6,1639.4,341.5,185.9,236.2,0.611,1.0,0.062,0.046,0.8888888888888888,0.177121771,0.189802632,0.5739257100899999,0.5867353348,0.01699441612,0.015492666799999999,0.48701141049999996,0.6496591613,0.06991988347,0.06341664945,0.3261714008,0.16484197479999999,0.01708328099,0.01405709343,0.4985554579,0.6505190311,0.07109659591,0.061202422150000005,0.3135284512,0.1701989619,0.855,,0.8125,0.7074999999999999,0.9149999999999999,0.85,1.0,0.84,0.62,0.9,0.0875,0.10250000000000001,,0.06,0.26249999999999996,0.1,0.0,0.1,0.36,0.07,80569.0,46409.0,0.195,0.35,0.042,0.623,0.284,0.024,"28,950",0.11,0.035,0.20600000000000002,0.068,0.026792009400705055,0.01245593419506463,0.052811875535255494,37.4132,-79.1436
72,MADISON CO PBLC SCHS,1659,122.9,4,1,11548.0,13.5,1659.0,110.6,165.9,414.8,0.5,1.0,0.07,0.126,1.0,0.33890214799999996,0.275119617,0.11355735805,0.11923307369,0.00405561993,0.0,0.07821552723,0.1292134831,0.03128621089,0.04353932584,0.8093858633000001,0.7176966292,0.00059916117,,0.08028759735999999,0.1325,0.038346315160000005,0.04,0.8016776513,0.72375,0.945,,,,0.945,0.95,,0.81,,0.97,0.0175,,,0.02,,0.03,,0.19,,0.01,13170.0,57895.0,0.066,0.12,0.028999999999999998,0.846,0.083,0.008,,,,,,0.056856187290969896,0.013377926421404682,0.022703113135914957,38.3705,-78.2635
73,MANASSAS PARK CITY PBLC SCHS,3640,260.1,4,3,10193.5,14.0,3640.0,227.5,182.0,520.0,0.5,1.0,0.128,0.021,1.0,0.37980769200000003,0.437299035,0.7964844823,0.80942857145,0.05465531447,0.0283171521,0.07964844823,0.05299352751,0.6621807196,0.8025889968,0.1455644054,0.07524271845000001,0.05771428571000001,0.02903379343,0.08314285714,0.050928129460000006,0.6685714286,0.8119942884,0.1308571429,0.06377915278,0.8875000000000001,0.9750000000000001,0.94,0.8424999999999999,0.9400000000000001,0.85,1.0,0.97,0.8,0.94,0.0925,0.02,0.0125,0.04,0.14250000000000002,0.13,0.0,0.0,0.19,0.06,16986.0,88046.0,0.064,0.636,0.397,0.331,0.128,0.111,,,,,,0.06766917293233082,0.008592910848549946,0.05480984340044743,38.766726,-77.442257
74,MANASSAS CITY PBLC SCHS,7789,515.6,11,3,12782.11111,15.1,1112.7,239.7,165.7,268.6,0.455,1.0,0.055,0.054000000000000006,0.8181818181818182,0.18284347199999998,0.208888889,0.80613685966,0.8128039963400001,0.03338040827,0.018168947619999997,0.09667479778999999,0.09108069844,0.6760816536,0.7982538933,0.1395557838,0.05002359603999999,0.03575654003,0.02581369248,0.09412383331000002,0.09006734007,0.6829236230000001,0.7822671156,0.1326409886,0.06004489338,0.7875000000000001,0.9524999999999999,0.8075,0.71,0.9175,0.77,1.0,0.82,0.73,0.89,0.1275,0.08499999999999999,0.0375,0.025,0.19,0.18,0.0,0.11,0.23,0.04,41174.0,81493.0,0.08,0.5489999999999999,0.366,0.408,0.132,0.051,,,,,,0.05091790786283339,0.010391409767925183,0.07011706416670714,38.76571,-77.457701
75,MARTINSVILLE CITY PBLC SCHS,1930,139.1,5,4,12339.5,13.9,1930.0,57.6,158.2,306.3,0.6,1.0,0.035,0.046,0.8,0.18367346899999998,0.24,0.72953367875,0.7363104731299999,0.011917098450000002,0.01204819277,0.5803108808,0.6393574297,0.1373056995,0.1253012048,0.2051813472,0.1518072289,0.01169590643,0.0,0.5869218501,0.6345291479999999,0.1376927166,0.1390134529,0.19564061670000002,0.15769805679999999,0.875,,0.855,0.9675,0.8999999999999999,0.95,,0.96,0.94,0.88,0.0625,0.07,,0.06,0.0325,0.03,,0.01,0.06,0.08,12852.0,34371.0,0.239,0.512,0.057,0.44,0.445,0.01,,,,,,0.09580838323353294,0.02694610778443114,0.07796451914098973,36.6752,-79.8521
76,MATHEWS CO PBLC SCHS,1008,93.4,3,1,12239.66667,10.8,1008.0,129.2,157.5,234.4,0.33299999999999996,1.0,0.055999999999999994,0.019,1.0,0.234256927,0.178082192,0.11904761904,0.12339055793000002,0.00595238095,0.0,0.07738095237999999,0.13114754099999998,0.03571428571,0.05532786885,0.8214285714,0.7131147541,0.00429184549,0.0,0.08369098712000002,0.1344902386,0.03540772532,0.04989154013,0.8122317597,0.7223427332,0.9299999999999999,,,,0.935,0.95,,1.0,,0.95,0.04,,,0.037500000000000006,,0.03,,0.0,,0.03,8788.0,64237.0,0.114,0.11900000000000001,0.025,0.857,0.08800000000000001,0.006,,,,,,0.04838709677419355,0.012903225806451613,0.035275375512061904,37.435853,-76.32808299999999
77,MECKLENBURG CO PBLC SCHS,4199,339.6,9,1,12149.625,12.4,1399.7,276.2,161.5,1615.0,0.444,1.0,0.037000000000000005,0.066,0.8888888888888888,0.299382716,0.33720930200000004,0.47467300837000004,0.47153677012,0.0066587396,0.00494437577,0.4214030916,0.5591264936,0.04661117717,0.055212196129999995,0.47063020209999995,0.3147919242,0.00635230882,0.0,0.4163205473,0.5470685384,0.04886391400000001,0.054500412879999995,0.47349132670000005,0.3352601156,0.9075,,0.885,,0.9225,0.92,,0.93,0.92,0.89,0.0475,0.057499999999999996,,0.04,,0.05,,0.02,0.08,0.08,30728.0,43207.0,0.19,0.385,0.03,0.6,0.354,0.001,,,,,,0.05061349693251534,0.0299079754601227,0.04243686539963551,36.664666,-78.41212800000001
78,MIDDLESEX CO PBLC SCHS,1208,95.1,3,1,15358.5,12.7,6040.0,127.2,151.0,236.9,0.33299999999999996,1.0,0.018000000000000002,0.064,1.0,0.254545455,0.27184466,0.22764900659000004,0.22298456259000002,0.00248344371,0.0,0.173013245,0.23693379790000002,0.05215231788000001,0.057491289200000004,0.7019867550000001,0.6027874564,0.0017152658699999999,0.0,0.166380789,0.2389558233,0.05488850772,0.06425702811,0.7015437393,0.5923694779,0.9125000000000001,,0.9099999999999999,,0.9175,0.92,,0.93,,0.93,0.042499999999999996,0.042499999999999996,,0.04,,0.06,,0.07,,0.06,10675.0,57438.0,0.1,0.15200000000000002,0.012,0.775,0.139,0.001,,,,,,0.05818181818181818,0.04,0.02576112412177986,37.603628,-76.561787
79,MONTGOMERY CO PBLC SCHS,10016,758.4,21,2,10994.36842,13.2,2003.2,33.8,154.1,541.4,0.33299999999999996,1.0,0.040999999999999995,0.004,0.9047619047619048,0.180911297,0.208002192,0.14591170066,0.14746164143999999,0.03989309048,0.02270433905,0.04563452782,0.07971745711,0.06038408236000001,0.09788092836000001,0.8012274797000001,0.7381432896,0.0374832664,0.02096650473,0.04386777881000001,0.0741498338,0.06611059622999998,0.09946305293,0.7973432189999999,0.741498338,0.9450000000000001,1.0,0.905,0.8925,0.9524999999999999,0.94,1.0,0.87,0.81,0.96,0.0375,0.05,0.0,0.0375,0.1075,0.03,0.0,0.1,0.17,0.01,98140.0,57977.0,0.235,0.14200000000000002,0.032,0.833,0.044000000000000004,0.066,"36,244",0.096,0.046,0.102,0.084,0.0214203010420687,0.007333076032419915,0.05280211942123497,37.130865,-80.392412
80,NELSON CO PBLC SCHS,1695,135.2,4,1,13782.5,12.5,1695.0,99.7,141.2,413.4,0.5,0.0,0.025,0.006,1.0,0.291390728,0.354761905,0.22536873153,0.23558897248000005,0.00353982301,0.0,0.1356932153,0.1976620616,0.08613569322,0.1264612115,0.7185840708000001,0.6142401700000001,0.00313283208,0.0,0.1315789474,0.1869369369,0.10087719300000002,0.1306306306,0.7086466165,0.6204954955,0.905,,0.9475,,0.905,0.88,,0.9,0.8,0.9,0.05,0.03,,0.052500000000000005,,0.04,,0.05,0.1,0.02,14831.0,64313.0,0.13,0.17200000000000001,0.042,0.8109999999999999,0.128,0.002,,,,,,0.05459770114942529,0.011494252873563218,0.023464365181039715,37.75995,-78.86921099999999
81,NEW KENT CO PBLC SCHS,3354,214.4,4,1,9509.0,15.6,1677.0,33.9,167.7,335.4,0.5,1.0,0.045,0.004,1.0,0.282367448,0.280637255,0.16100178893,0.15953947368,0.00954084675,0.0,0.10017889090000001,0.1857335128,0.051282051280000004,0.09421265141000001,0.7710196779999999,0.6231493943,0.00822368421,0.0,0.09769736842,0.1730245232,0.053618421050000004,0.09400544959,0.7720394736999999,0.6280653951,0.9175,,0.9425,,0.91,0.93,,0.97,,0.93,0.037500000000000006,0.02,,0.0325,,0.02,,0.0,,0.02,21686.0,87904.0,0.069,0.164,0.033,0.789,0.12,0.011000000000000001,,,,,,0.030959752321981424,0.007739938080495356,0.029788803836576592,37.5172,-76.98
82,NEWPORT NEWS CITY PBLC SCHS,28650,1791.1,45,2,11056.31579,16.0,1790.6,276.8,183.4,286.2,0.4,1.0,0.11900000000000001,0.063,0.8444444444444444,0.363411109,0.370196604,0.7021113243499999,0.70945497461,0.02212528355,0.014323650119999998,0.5353690455,0.6791663314,0.1446169953,0.11684235940000001,0.2196824289,0.1211072664,0.022088649609999997,0.01579114932,0.5407109669,0.6486469277000001,0.1466553581,0.1432664756,0.2089018364,0.12250875519999999,0.935,0.985,0.9299999999999999,0.9225000000000001,0.94,0.94,0.98,0.94,0.89,0.96,0.02,0.025,0.0,0.01,0.045,0.02,0.0,0.02,0.07,0.0,179673.0,53215.0,0.153,0.522,0.09,0.429,0.4,0.032,"70,918",0.14300000000000002,0.063,0.166,0.139,0.034321111669177964,0.011551983927674536,0.033243726102419394,37.073190000000004,-76.494001
83,NORFOLK CITY PBLC SCHS,29837,2157.5,51,2,10441.511629999999,13.8,1297.3,121.1,174.5,426.9,0.647,1.0,0.084,0.042,0.8431372549019608,0.27931511600000003,0.305582198,0.71394577203,0.7207655159499999,0.02131581593,0.01466073886,0.5792807588,0.6942944849999999,0.1133491973,0.1020429766,0.21349331370000002,0.1265481105,0.020103738149999998,0.01353201348,0.5835092112,0.6959245998,0.1171525666,0.11078348780000001,0.2069397246,0.1175758214,0.8275,0.9749999999999999,0.7925,0.8200000000000001,0.9,0.87,0.99,0.86,0.76,0.93,0.09,0.1125,0.02,0.045,0.10500000000000001,0.08,0.0,0.08,0.22,0.04,244601.0,51590.0,0.187,0.52,0.08,0.434,0.405,0.035,"88,387",0.131,0.076,0.12300000000000001,0.17,0.06294496553282856,0.012091761780992203,0.036177284639065256,36.8468,-76.285
84,NORTHAMPTON CO PBLC SCHS,1520,126.8,5,1,11580.5,12.0,760.0,138.2,190.0,152.0,0.4,1.0,0.0,0.057999999999999996,0.8,0.272237197,0.3125,0.66250000001,0.65248226946,0.007236842109999999,0.008051529790000001,0.4342105263,0.4895330113,0.2210526316,0.2568438003,0.2993421053,0.21497584539999998,0.00921985816,0.0,0.4212765957,0.4737318841,0.2219858156,0.2635869565,0.30780141839999997,0.2273550725,0.8725,,0.85,0.91,0.8975,0.9,,0.87,0.84,1.0,0.0825,0.08750000000000001,,0.0675,0.09,0.07,,0.08,0.12,0.0,11885.0,47227.0,0.18,0.42900000000000005,0.08800000000000001,0.542,0.331,0.01,,,,,,0.12387387387387387,0.06981981981981981,0.03735801430374421,37.403791,-75.910427
85,NORTHUMBERLAND CO PBLC SCHS,1279,101.9,3,1,12959.0,12.6,1279.0,120.7,127.9,581.4,0.33299999999999996,1.0,0.017,0.017,1.0,0.252293578,0.257142857,0.49100860048,0.46824104237,0.0062548866299999995,0.0,0.4128225176,0.5532879819000001,0.07193119625,0.056689342399999995,0.47068021889999995,0.3287981859,0.00407166124,0.0,0.3900651466,0.5151515152,0.07410423453,0.08787878787999999,0.483713355,0.3363636364,0.9524999999999999,,0.98,,0.9375,0.97,,0.96,,0.98,0.034999999999999996,0.02,,0.045000000000000005,,0.03,,0.04,,0.02,12190.0,62632.0,0.146,0.28300000000000003,0.009000000000000001,0.6970000000000001,0.273,0.001,,,,,,0.053864168618266976,0.0234192037470726,0.035028712059064805,37.96394,-76.523781
86,NORTON CITY PBLC SCHS,818,53.8,2,4,8744.0,15.2,2726.7,282.1,204.5,371.8,0.5,0.0,0.098,0.115,1.0,0.257425743,0.290322581,0.08190709047,0.07549361208000001,0.0036674816600000006,0.0,0.056234718829999995,0.06595744681,0.02200488998,0.03191489362,0.8496332517999999,0.8021276596,0.00232288037,0.0,0.053426248550000006,0.06423982869,0.01974448316,0.02355460385,0.8583042973,0.8072805139,0.95,,,,0.9525,0.86,,,,0.86,0.030000000000000002,,,0.025,,0.0,,,,0.0,3970.0,29000.0,0.282,0.089,0.012,0.8859999999999999,0.031,0.046,,,,,,0.05917159763313609,0.005917159763313609,0.04256926952141058,36.933,-82.6338
