,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,dist_pp_19,student_teacher_ratio_19_20,student_school_psychologists_ratio_19_20,student_support_services_staff_ratio_19_20,student_school_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title_1_schools_19_20,percent_title_1_schoolwide_schools_19_20,percent_of_inexperienced_teachers_19_20,percent_of_out_of_field_teachers_19_20,tech_grant_percent_schools_participation,1920_enrollrate,2021_enrollrate,percent_students_bipoc_19,percent_students_bipoc_21,19_20_asian,19_20_asian_disadv,19_20_black_not_hisp,19_20_black_not_hisp_disadv,19_20_hisp,19_20_hisp_disadv,19_20_white_not_hisp,19_20_white_not_hisp_disadv,20_21_asian,20_21_asian_disadv,20_21_black_not_hisp,20_21_black_not_hisp_disadv,20_21_hisp,20_21_hisp_disadv,20_21_white_not_hisp,20_21_white_not_hisp_disadv,avg_grad_rate_16_19_total,avg_grad_rate_16_19_asian,avg_grad_rate_16_19_black,avg_grad_rate_16_19_hisp,avg_grad_rate_16_19_white,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,avg_drop_rate_16_19_total,avg_drop_rate_16_19_black,avg_drop_rate_16_19_asian,avg_drop_rate_16_19_white,avg_drop_rate_16_19_hisp,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,total_population,median_income,total_percent_below_poverty_level,percent_county_bipoc_19,percent_total_population_hispanic,percent_total_population_white_alone,percent_total_population_black_or_african_american_alone,percent_total_population_asian_alone,total_household,smartphone_with_no_other_type_of_computing_device,no_computer,cellular_data_plan_no_internet_subscription,without_an_internet_subscription_total,2020_12_hosps_rate,2020_12_deaths_rate,2020_12_cases_rate,LAT,LON
20,CARROLL CO PBLC SCHS,3713,289.2,11,1,10782.0,12.8,1856.5,233.5,247.5,1687.7,0.636,1.0,0.068,0.031,0.8181818181818182,0.302721088,0.333766234,0.08402908698,0.06756756757,0.00296256396,0.0,0.008079719899999999,0.010968921390000002,0.07298680312,0.10511883000000001,0.9008887692,0.8688299816999999,0.0025337837800000003,0.0,0.007038288290000001,0.00828056503,0.0579954955,0.07890891377999999,0.9149774775,0.8977106673,0.91,,,,0.9125,0.94,,,0.93,0.95,0.055,,,0.0575,,0.03,,,0.07,0.02,29801.0,44835.0,0.146,0.041,0.035,0.945,0.005,0.001,,,,,,0.06755852842809365,0.024080267558528427,0.05016610180866414,36.767210999999996,-80.735895
21,CHARLES CITY CO PBLC SCHS,620,54.5,2,1,15400.5,11.4,,112.7,155.0,155.0,1.0,0.0,0.062,0.046,1.0,0.282208589,0.361538462,,0.5295138888400001,,,0.5322580645,0.5813953488,0.012903225809999998,0.0,0.3241935484,0.3023255814,0.00520833333,,0.5069444444,0.5315614618,0.01736111111,0.0,0.32291666669999997,0.3289036545,0.9525,,0.955,,0.945,0.92,,0.91,,0.93,0.04,0.0325,,0.055,,0.08,,0.09,,0.07,7014.0,57198.0,0.132,0.47900000000000004,0.019,0.423,0.451,0.009000000000000001,,,,,,0.12307692307692308,0.041025641025641026,0.027801539777587682,37.351462,-77.077427
22,CHARLOTTE CO PBLC SCHS,1763,126.5,5,1,13262.8,13.9,,176.3,440.8,271.2,0.6,1.0,0.085,0.092,1.0,0.21995926699999999,0.259656652,0.30629608623,0.31691772889,0.0034032898499999995,0.0,0.2779353375,0.38932806319999996,0.024957458880000002,0.03458498024,0.6279069767,0.48418972330000004,0.00405561993,0.0,0.2879490151,0.40914419700000004,0.02491309386,0.030480656510000002,0.6095017381000001,0.4595545135,0.8925,,0.9125,,0.8775000000000001,0.91,,0.95,,0.89,0.07250000000000001,0.065,,0.07250000000000001,,0.05,,0.0,,0.08,12040.0,40573.0,0.237,0.30600000000000005,0.022000000000000002,0.679,0.28,0.004,,,,,,0.079155672823219,0.0158311345646438,0.03147840531561462,37.053381,-78.636436
23,CHARLOTTESVILLE CTY PBLC SCHS,4542,354.8,10,2,16110.555559999999,12.8,1135.5,45.2,126.2,1032.3,0.5,1.0,0.034,0.036000000000000004,0.9,0.169531713,0.150262085,0.49493838031000004,0.51044846207,0.06161971831000001,0.08072653884999999,0.30765845070000003,0.5171543895,0.1256602113,0.1543895055,0.4168133803,0.1478304743,0.05940361587000001,0.0681352459,0.3193237849,0.5158811475,0.1317210613,0.1542008197,0.3970415591,0.1552254098,0.92,0.8724999999999999,0.8925,0.845,0.9624999999999999,0.95,0.79,0.97,0.77,0.99,0.0525,0.0625,0.1025,0.017499999999999998,0.11,0.03,0.07,0.02,0.11,0.0,47096.0,59471.0,0.24100000000000002,0.313,0.055,0.657,0.187,0.071,,,,,,0.031320926009986386,0.015887426236949616,0.04677679633089859,38.055288,-78.48484499999999
24,CHESAPEAKE CITY PBLC SCHS,41597,2757.5,48,3,11329.48889,15.1,2310.9,159.2,184.5,322.5,0.292,1.0,0.028999999999999998,0.006,0.9375,0.334170329,0.35351246399999997,0.45705219129,0.46593401053000005,0.02764622449,0.01959026005,0.32235497750000003,0.5346623439,0.1070509893,0.11216113679999999,0.45835036180000005,0.2532248051,0.02888614423,0.01971894832,0.3244019862,0.5343003929000001,0.11264588010000001,0.1217890601,0.44430721149999997,0.2398760955,0.9325,0.995,0.91,0.9225,0.9450000000000001,0.94,0.97,0.92,0.93,0.95,0.0375,0.052500000000000005,0.0025,0.0275,0.05,0.03,0.03,0.04,0.05,0.03,239982.0,78640.0,0.086,0.386,0.062,0.574,0.293,0.031,"86,878",0.09300000000000001,0.033,0.115,0.084,0.06606606606606606,0.010832260832260833,0.03885291396854764,36.714377,-76.248354
25,CHESTERFIELD CO PBLC SCHS,62614,3970.2,69,3,10074.63934,15.8,,66.2,184.8,531.1,0.319,1.0,0.09,0.015,0.9130434782608695,0.298250016,0.307002945,0.46279659799,0.48374490999,0.033078555589999996,0.02794638856,0.2536022595,0.3576404449,0.17611578290000002,0.2993033772,0.48304584399999995,0.2601539903,0.033626691189999995,0.027020327219999998,0.2630533298,0.36783176330000006,0.187064889,0.3111882333,0.4607743334,0.2366137828,0.9075000000000001,0.96,0.9075000000000001,0.7899999999999999,0.9325,0.92,0.98,0.93,0.79,0.95,0.0675,0.065,0.025,0.04750000000000001,0.18,0.06,0.02,0.05,0.19,0.04,343551.0,82599.0,0.068,0.349,0.08800000000000001,0.618,0.22699999999999998,0.034,"128,920",0.07,0.049,0.071,0.10400000000000001,0.046557929397350484,0.013170993184776783,0.03801182357204607,37.3759,-77.5031
26,CLARKE CO PBLC SCHS,1924,141.2,4,4,11668.0,13.6,2405.0,43.0,137.4,481.0,0.5,0.0,0.051,0.073,1.0,0.268370607,0.272407733,0.13966770507,0.15816618908,0.00934579439,0.0,0.03011422638,0.04605263158,0.1002076843,0.2675438596,0.7736240914,0.5701754386000001,0.00974212034,0.0,0.032091690539999995,0.04925053533,0.1163323782,0.2548179872,0.7564469914,0.5867237687,0.9825,,,,0.9875,0.97,,,0.95,0.98,0.0075,,,0.005,,0.02,,,0.05,0.01,14423.0,80026.0,0.076,0.117,0.055999999999999994,0.861,0.054000000000000006,0.006999999999999999,,,,,,0.05398457583547558,0.012853470437017995,0.02697081051098939,39.154959000000005,-77.98742800000001
27,COLONIAL BEACH PBLC SCHS,652,38.6,2,4,11049.5,16.9,,296.4,163.0,543.3,0.5,0.0,0.16699999999999998,0.19,1.0,,,0.2868098159,0.26025236595,0.012269938650000001,0.0,0.2377300613,0.35042735039999995,0.03680981595,0.04558404558,0.5981595091999999,0.4814814815,0.0094637224,0.0,0.2066246057,0.2988505747,0.04416403785,0.054597701150000004,0.5977917981,0.5143678160999999,0.95,,,,0.9325,0.97,,,,0.96,0.035,,,0.042499999999999996,,0.0,,,,0.0,,,,,,,,,,,,,,,,,38.249988,-76.96162199999999
28,COLONIAL HEIGHTS CITY PBLC SCHS,2899,220.2,6,3,12214.8,13.2,1449.5,87.8,161.1,329.4,0.667,0.0,0.024,0.008,0.8333333333333335,0.28419654699999997,0.314112291,0.33149361845,0.3663793103,0.029320455330000002,0.03071253071,0.2086926526,0.2843980344,0.09348051052,0.1234643735,0.5774404967,0.46683046679999995,0.0316091954,0.03136094675,0.2345545977,0.298816568,0.10021551719999999,0.11775147929999999,0.5431034483,0.45325443790000003,0.935,,0.9525,0.9225,0.9325,0.87,,0.84,0.74,0.89,0.025,0.0175,,0.02,0.042499999999999996,0.06,,0.11,0.16,0.03,17428.0,54550.0,0.121,0.247,0.059000000000000004,0.723,0.146,0.042,,,,,,0.06840390879478828,0.04560260586319218,0.03523066330043608,37.2426,-77.4085
29,COVINGTON CITY PBLC SCHS,1018,68.4,3,4,10060.66667,14.9,,74.9,,2545.0,0.33299999999999996,1.0,0.131,0.0,1.0,0.293577982,0.276679842,0.19253438113000002,0.18503937004999998,0.0068762279,0.0,0.1355599214,0.18421052629999998,0.05009823183,0.049707602340000004,0.7337917485,0.6461988304,0.00688976378,0.0,0.12106299209999999,0.16835016840000003,0.05708661417,0.057239057239999995,0.7401574803,0.6632996633,0.8375,,,,0.825,0.16,,0.2,,0.15,0.07250000000000001,,,0.0725,,0.05,,0.0,,0.08,5598.0,40655.0,0.132,0.161,0.024,0.81,0.125,0.012,,,,,,0.02717391304347826,0.010869565217391304,0.06573776348695963,37.7867,-79.9865
30,CRAIG CO PBLC SCHS,588,50.3,2,1,10887.0,11.7,588.0,96.4,147.0,2940.0,0.5,1.0,0.11699999999999999,0.0,1.0,0.36956521700000006,0.303030303,0.01530612245,0.01282051281,0.0034013605399999996,0.0,0.00510204082,0.0,0.00680272109,0.0,0.981292517,1.0,0.0036630036599999997,0.0,0.00549450549,0.0,0.0036630036599999997,,0.9816849817000001,1.0,0.8975,,,,0.8975,0.9,,,,0.89,0.045000000000000005,,,0.045000000000000005,,0.08,,,,0.09,5110.0,55708.0,0.08900000000000001,0.001,0.0,0.986,0.001,0.0,,,,,,0.04697986577181208,0.006711409395973154,0.029158512720156557,37.518784000000004,-80.083861
31,CULPEPER CO PBLC SCHS,8516,560.3,11,4,10153.1,15.2,1703.2,76.0,193.5,283.9,0.273,1.0,0.07,0.027000000000000003,0.9090909090909091,0.31270183,0.296335635,0.39455462967,0.41073158916,0.013730782769999998,0.00888324873,0.13284825720000001,0.17614213199999998,0.2479755897,0.3913705584,0.5286938153,0.335786802,0.014292635659999999,0.009934714729999999,0.1417151163,0.1995458416,0.2547238372,0.3306840761,0.5089631783,0.3630428612,0.91,,0.9025000000000001,0.76,0.9500000000000001,0.91,,0.87,0.84,0.94,0.06000000000000001,0.04,,0.0225,0.20249999999999999,0.06,,0.07,0.16,0.03,51101.0,77935.0,0.078,0.263,0.107,0.703,0.139,0.017,,,,,,0.04469646430953969,0.0066711140760507,0.05866812782528718,38.48666,-77.992211
32,CUMBERLAND CO PBLC SCHS,1321,103.0,4,1,10986.33333,12.8,1321.0,330.2,220.2,1321.0,0.25,1.0,0.10300000000000001,0.017,0.75,0.330218069,0.33447099,0.42997728991,0.43663123470000004,0.0015140045399999998,0.0,0.3807721423,0.4547707559,0.04769114307,0.05452292441,0.49583648750000003,0.4014869888,0.0016353229800000002,,0.39493049880000003,0.42363112389999996,0.040065412919999994,0.03314121037,0.485690924,0.44380403459999995,0.9325,,0.9375000000000001,,0.935,0.94,,0.98,,0.93,0.0375,0.0275,,0.04,,0.04,,0.0,,0.05,9824.0,47469.0,0.17800000000000002,0.321,0.009000000000000001,0.633,0.3,0.012,,,,,,0.07106598984771574,0.02030456852791878,0.020052931596091204,37.492862,-78.248024
33,DANVILLE CITY PBLC SCHS,5702,388.1,14,4,12183.81818,14.7,,132.9,203.6,475.2,0.5,1.0,0.057999999999999996,0.08800000000000001,0.7857142857142857,0.197340426,0.21892055800000002,0.7807786741799999,0.78910081742,0.01210101719,0.00842696629,0.6825675201999999,0.7257724718999999,0.08611013678999999,0.06109550562000001,0.18484742199999998,0.1629213483,0.012715712990000001,0.0076869322200000005,0.6890099909,0.7547169811000001,0.08737511353,0.05765199161,0.1760217984,0.144304682,0.8025,,0.7675000000000001,0.8925,0.8674999999999999,0.81,,0.79,0.89,0.86,0.095,0.1125,,0.065,0.045,0.09,,0.11,0.08,0.05,41070.0,37203.0,0.22399999999999998,0.5429999999999999,0.043,0.424,0.488,0.012,,,,,,0.07364341085271318,0.027131782945736434,0.05653761869978086,36.58768,-79.390971
34,DICKENSON CO PBLC SCHS,2064,141.9,5,1,11409.4,14.5,2064.0,59.7,172.0,242.8,0.6,1.0,0.057,0.0,1.0,0.335784314,0.310776942,0.01841085271,0.018301982720000002,0.0014534883699999998,0.0,0.00920542636,0.0,0.00775193798,0.0,0.9757751938,1.0,0.0015251652300000001,,0.00965937977,0.01681503462,0.0071174377200000005,0.0,0.9745805796,0.9831849654,0.9099999999999999,,,,0.9125,0.95,,,,0.95,0.065,,,0.0625,,0.03,,,,0.03,14756.0,29932.0,0.257,0.016,0.009000000000000001,0.976,0.006,0.001,,,,,,0.038880248833592534,0.007776049766718507,0.04357549471401464,37.150416,-82.457554
35,DINWIDDIE CO PBLC SCHS,4347,274.0,7,1,10988.57143,15.9,1449.0,76.3,167.2,289.8,0.5710000000000001,1.0,0.063,0.013999999999999999,1.0,0.467142857,0.471875,0.39912583388,0.40175813734,0.0029905682100000003,0.0,0.3220611916,0.39816031539999996,0.07407407407000001,0.1042487954,0.5442834138,0.4345159877,0.0028510335,0.0,0.3224043716,0.3751483973,0.07650273224,0.10011871779999999,0.5362318841,0.4570637119,0.8775,,0.895,0.855,0.875,0.91,,0.92,0.89,0.91,0.065,0.0575,,0.0625,0.0925,0.05,,0.04,0.06,0.05,28485.0,60346.0,0.121,0.362,0.035,0.619,0.318,0.009000000000000001,,,,,,0.0611353711790393,0.016375545851528384,0.032157275759171496,37.0784,-77.5864
36,ESSEX CO PBLC SCHS,1320,109.7,3,4,12719.66667,12.0,1320.0,660.0,165.0,322.0,0.667,1.0,0.16,0.10400000000000001,1.0,0.266490765,0.287833828,0.5962121212600001,0.6013071895000001,0.01666666667,0.02064220183,0.5257575758,0.6123853211,0.05378787879,0.06307339449999999,0.3053030303,0.2110091743,0.0204248366,0.024067388690000004,0.5285947712,0.614921781,0.0522875817,0.055354993979999996,0.3014705882,0.21058965100000002,0.89,,0.915,,0.8574999999999999,0.9,,0.91,,0.84,0.065,0.04,,0.09250000000000001,,0.04,,0.07,,0.03,10998.0,51954.0,0.168,0.43499999999999994,0.036000000000000004,0.5479999999999999,0.39299999999999996,0.006,,,,,,0.07624633431085044,0.005865102639296188,0.03100563738861611,37.9303,-76.8607
37,FAIRFAX CO PBLC SCHS,188887,13132.5,221,3,16226.31937,14.4,1104.6,86.6,153.5,697.0,0.213,1.0,0.04,0.027999999999999997,0.8778280542986425,0.323802369,0.318794418,0.5611019954700001,0.5694317954000001,0.1945747102,0.13206044699999997,0.09824802837,0.1578680662,0.2682792569,0.5666274545000001,0.3784099931,0.1191747353,0.19772207290000002,0.1401452261,0.10028543499999999,0.1642895721,0.2714242875,0.543677862,0.3678780071,0.1259026625,0.915,0.975,0.93,0.75,0.9774999999999999,0.93,0.98,0.96,0.79,0.99,0.0675,0.0475,0.0175,0.01,0.22999999999999998,0.06,0.01,0.03,0.2,0.01,1145862.0,124831.0,0.061,0.44899999999999995,0.163,0.507,0.095,0.191,"400,186",0.027999999999999997,0.022000000000000002,0.053,0.042,0.06689860608954681,0.015439889032903564,0.03837896710075035,38.8682,-77.2242
38,FALLS CHURCH CITY PBLC SCHS,2648,172.9,5,3,19378.75,15.3,882.7,59.5,132.4,420.3,0.2,0.0,0.023,0.013999999999999999,0.8,0.126963351,0.152838428,0.2533031333,0.24720000000000003,0.07738769347,0.11111111109999999,0.03473008683,0.1060606061,0.14118535299999999,0.6111111111,0.6296715742,0.1717171717,0.0748,0.1128205128,0.0344,0.1076923077,0.138,0.6102564103,0.6308,0.1692307692,0.9874999999999999,0.9875,,0.9825,0.9874999999999999,0.95,1.0,0.91,0.85,0.97,0.005,,0.0,0.0025,0.0175,0.02,0.0,0.0,0.06,0.02,14128.0,127610.0,0.032,0.252,0.107,0.7170000000000001,0.046,0.099,,,,,,0.09659090909090909,0.03409090909090909,0.01245753114382786,38.8882,-77.1802
39,FAUQUIER CO PBLC SCHS,11181,869.3,20,3,12761.47368,12.9,1863.5,76.1,162.0,219.2,0.25,0.2,0.047,0.081,0.95,0.290575916,0.28373494,0.26902781507,0.28828216087,0.015651551740000002,0.01226158038,0.07646900993,0.1580381471,0.1769072534,0.3872615804,0.6694392272999999,0.3702316076,0.01603186941,0.01195065536,0.07646715896,0.1588280648,0.1957831325,0.3793369314,0.6486591527000001,0.3743253662,0.9525,,0.9025,0.8925,0.9675,0.96,1.0,0.96,0.93,0.96,0.02,0.055,,0.0125,0.065,0.02,0.0,0.01,0.05,0.01,69728.0,100783.0,0.057999999999999996,0.173,0.083,0.8,0.073,0.017,"24,270",0.07,0.08,0.13699999999999998,0.125,0.03799071338117349,0.011819333051920641,0.03397487379531895,38.7146,-77.8091
40,FLOYD CO PBLC SCHS,1919,121.8,5,1,11262.2,15.8,,40.7,191.9,383.8,0.8,1.0,0.035,0.07,1.0,0.339130435,0.303418803,0.06760270411,0.07092198582,0.00676027041,0.0,0.01300052002,0.02631578947,0.04784191368,0.08373205741999999,0.887675507,0.8301435407,0.007637752320000001,0.0,0.01145662848,0.020075282309999998,0.05182760502,0.08030112922999999,0.8848881615,0.8456712673,0.9575,,,,0.9575,0.98,,,,0.98,0.04,,,0.04,,0.02,,,,0.02,15704.0,51521.0,0.10300000000000001,0.045,0.028999999999999998,0.932,0.015,0.001,,,,,,0.03747534516765286,0.03353057199211045,0.03228476821192053,36.9159,-80.3161
41,FLUVANNA CO PBLC SCHS,3549,241.4,5,1,10823.0,14.7,1774.5,100.0,161.3,319.7,0.6,1.0,0.034,0.0,1.0,0.29019211300000003,0.267676768,0.22006198932999999,0.23051258718,0.0045083122,0.0,0.1473654551,0.24885145479999998,0.06818822203,0.10183767230000002,0.6942800789,0.5405819296,0.0042462845,0.0,0.1468001213,0.24722427830000002,0.07946618138,0.1065877128,0.6730360933999999,0.5255366395,0.9525,,0.9575,0.9349999999999999,0.95,0.96,,0.9,,0.96,0.02,0.01,,0.025,0.025,0.02,,0.04,,0.02,26594.0,76873.0,0.055,0.184,0.035,0.782,0.142,0.006999999999999999,,,,,,0.0712401055408971,0.013192612137203167,0.028502669775137247,37.873678999999996,-78.26067900000001
42,FRANKLIN CO PBLC SCHS,6887,517.0,16,4,11429.307690000001,13.3,1377.4,66.5,140.6,459.1,0.5,1.0,0.052000000000000005,0.018000000000000002,1.0,0.319948187,0.321380244,0.15914040946,0.16715138528,0.0037752286899999997,0.004061230870000001,0.0824742268,0.1127772571,0.07289095397,0.10777881909999999,0.7682590388,0.6760387378999999,0.00443900199,0.005689001260000001,0.08724934946,0.11820480400000001,0.07546303383,0.1039823009,0.7515689576,0.6684576485,0.915,,0.8925,0.87,0.9199999999999999,0.93,,0.93,0.91,0.93,0.0675,0.07250000000000001,,0.0625,0.12000000000000001,0.06,,0.08,0.09,0.06,56187.0,56254.0,0.145,0.10700000000000001,0.027999999999999997,0.872,0.07400000000000001,0.005,,,,,,0.034349506225848,0.009446114212108201,0.04145086941819282,37.016,-79.8703
43,FRANKLIN CITY PBLC SCHS,1078,81.4,3,4,13867.333330000001,13.2,1078.0,107.8,179.7,269.5,0.667,1.0,0.033,0.152,1.0,0.252747253,0.23426573399999998,0.82560296843,0.8171206225600001,0.010204081629999999,0.0,0.7912801484,0.8677098151,0.024118738400000003,0.0213371266,0.1419294991,0.08250355619000001,0.00486381323,,0.7966926070000001,0.88,0.01556420233,0.0,0.1517509728,0.09230769231,0.9125,,0.905,,,0.9,,0.88,,,0.055,0.0675,,,,0.1,,0.12,,,8147.0,40417.0,0.147,0.5910000000000001,0.011000000000000001,0.369,0.5670000000000001,0.013000000000000001,,,,,,0.05200594353640416,0.02526002971768202,0.08260709463606235,36.677158,-76.9238
44,FREDERICK CO PBLC SCHS,13875,972.6,18,1,11991.444440000001,14.3,1632.4,89.7,170.0,330.4,0.5,1.0,0.037000000000000005,0.013999999999999999,1.0,0.373559078,0.397546898,0.25252161385,0.26876710298,0.01721902017,0.017488411290000002,0.041498559080000004,0.054782975139999995,0.1938040346,0.3754740834,0.6967579250999999,0.490729035,0.01871163375,0.018352833219999996,0.043857702830000005,0.054829089240000004,0.2061977664,0.3803624685,0.6775386435999999,0.4835971553,0.935,0.985,0.94,0.8875,0.94,0.93,1.0,0.92,0.82,0.96,0.035,0.030000000000000002,0.0,0.03,0.065,0.05,0.0,0.04,0.15,0.03,86415.0,78002.0,0.062,0.13799999999999998,0.086,0.8340000000000001,0.039,0.013000000000000001,"32,010",0.096,0.077,0.156,0.159,0.03831725616291533,0.007502679528403001,0.043186946710640516,39.190219,-78.186758
45,FREDERICKSBURG CITY PBLC SCHS,3755,256.3,5,3,13153.25,14.7,1251.7,76.3,187.8,751.0,0.6,1.0,0.096,0.027000000000000003,0.8,0.100331675,0.088716271,0.6306258322,0.64598025385,0.0620505992,0.07796014068,0.3267643142,0.417936694,0.2418109188,0.29015240330000003,0.2878828229,0.1359906213,0.07813822285,0.0825815406,0.333145275,0.3417765441,0.23469675600000003,0.24913254680000002,0.26939351199999995,0.2383761277,0.8474999999999999,,0.885,0.7075,0.8775,0.83,1.0,0.88,0.58,0.95,0.11499999999999999,0.065,,0.10500000000000001,0.2475,0.11,0.0,0.07,0.32,0.01,28622.0,65641.0,0.155,0.34099999999999997,0.107,0.594,0.207,0.027000000000000003,,,,,,0.06256015399422522,0.008662175168431183,0.0363007476766124,38.293849,-77.458718
46,GALAX CITY PBLC SCHS,1338,101.6,3,4,10332.66667,13.2,1338.0,334.5,191.1,669.0,0.33299999999999996,1.0,0.078,0.096,1.0,0.256338028,0.22766570600000002,0.37967115100000004,0.38397581259,0.0059790732400000005,0.0,0.06278026906,0.08523409364,0.3109118087,0.4477791116,0.5799701046,0.4261704682,0.005291005289999999,0.0,0.0582010582,0.09103078983,0.3204837491,0.390896921,0.5721844293,0.4672021419,0.8925000000000001,,,0.8674999999999999,0.91,0.91,,,0.84,0.96,0.045,,,0.027500000000000004,0.09,0.05,,,0.13,0.0,6517.0,33575.0,0.23800000000000002,0.201,0.145,0.7909999999999999,0.05,0.006,,,,,,0.07581227436823104,0.0421179302045728,0.12751265919901794,36.653633,-80.920604
47,GILES CO PBLC SCHS,2389,175.1,6,4,9929.8,13.6,2389.0,147.5,199.1,645.7,0.5,0.0,0.037000000000000005,0.019,0.8333333333333335,0.244897959,0.31981982,0.0275689223,0.03260869566,0.00125313283,0.0,0.01336675021,0.02280701754,0.01294903926,0.01842105263,0.9544695071,0.9385964912,0.00130434783,0.0,0.0147826087,0.02427637722,0.01652173913,0.01960784314,0.9486956522,0.9383753501,0.8975000000000001,,,,0.9025000000000001,0.91,,,,0.91,0.065,,,0.0625,,0.04,,,,0.04,16772.0,54520.0,0.102,0.04000000000000001,0.017,0.9490000000000001,0.022000000000000002,0.001,,,,,,0.03636363636363636,0.003305785123966942,0.0360720248032435,37.3309,-80.7437
48,GLOUCESTER CO PBLC SCHS,5306,376.7,9,1,10990.125,14.1,1326.5,108.3,160.8,312.1,0.556,0.0,0.03,0.0,0.8888888888888888,0.350413223,0.38393645200000004,0.12325669053999999,0.12846946867,0.0045231813,0.0,0.06181681116,0.1061860692,0.056916698079999994,0.072576717,0.8036185450000001,0.7291768143999999,0.005551149879999999,0.0,0.06126090404,0.1032227931,0.06165741475,0.07800093414,0.7959952418999999,0.7262961233,0.9175000000000001,,0.8825000000000001,0.9450000000000001,0.9225,0.93,,1.0,0.91,0.93,0.04,0.055,,0.037500000000000006,0.037500000000000006,0.03,,0.0,0.04,0.03,37222.0,70537.0,0.08800000000000001,0.131,0.036000000000000004,0.8490000000000001,0.08800000000000001,0.006999999999999999,,,,,,0.03625730994152047,0.008187134502923977,0.02297028638976949,37.37879,-76.50746099999999
49,GOOCHLAND CO PBLC SCHS,2619,205.5,5,1,12015.2,12.7,1190.5,80.8,174.6,323.3,0.2,1.0,0.064,0.032,1.0,0.19296577899999998,0.19557195600000002,0.22336769759999997,0.23044151818,0.0126002291,0.0,0.1363115693,0.2943786982,0.0744558992,0.1612426036,0.7285223368,0.4674556213,0.01278079009,0.0,0.1394268009,0.2924528302,0.07823392719,0.143081761,0.7157242448,0.4716981132,0.9575,,0.9750000000000001,,0.96,0.98,,0.98,0.85,1.0,0.0275,0.0125,,0.025,,0.01,,0.03,0.15,0.0,22865.0,93994.0,0.052000000000000005,0.2,0.027999999999999997,0.777,0.159,0.013000000000000001,,,,,,0.05555555555555555,0.011437908496732025,0.026765799256505577,37.6826,-77.8852
50,GRAYSON CO PBLC SCHS,1556,122.5,7,1,11508.16667,12.7,1556.0,66.2,251.0,239.4,0.5710000000000001,1.0,0.09699999999999999,0.057,0.8571428571428571,0.315934066,0.37168141600000004,0.11053984576,0.10810810811000002,0.00064267352,0.0,0.03020565553,0.04715969989,0.07969151671000001,0.11575562699999999,0.8759640102999999,0.8242229367999999,0.0006591957799999999,0.0,0.032300593280000005,0.0472972973,0.07514831905000001,0.1036036036,0.8800263678,0.8367117116999999,0.9400000000000001,,,,0.9375,0.99,,,,0.99,0.037500000000000006,,,0.037500000000000006,,0.0,,,,0.0,15742.0,36544.0,0.209,0.092,0.034,0.897,0.055,0.003,,,,,,0.06582278481012659,0.030379746835443037,0.050184220556473126,36.62106,-81.148641
51,GREENE CO PBLC SCHS,2976,188.5,7,4,11089.8,15.8,992.0,82.9,198.4,372.0,0.28600000000000003,1.0,0.04,0.062,0.7142857142857143,0.263529412,0.294193548,0.18918010755,0.20696721312,0.0184811828,0.01883701884,0.06586021505,0.09746109746,0.1048387097,0.1556101556,0.71875,0.6068796069,0.019808743169999997,0.01869158879,0.07342896175,0.09849029475,0.1137295082,0.1560028756,0.7011612022,0.6053199137,0.9375,,0.9225000000000001,0.8424999999999999,0.95,0.94,,0.77,0.91,0.95,0.0275,0.05,,0.0225,0.0425,0.04,,0.15,0.09,0.03,19519.0,67398.0,0.064,0.128,0.059000000000000004,0.826,0.052000000000000005,0.017,,,,,,0.049723756906077346,0.007366482504604052,0.027819048106972694,38.2968,-78.4411
52,GREENSVILLE CO PBLC SCHS,2223,188.8,4,4,11545.75,11.8,2223.0,741.0,185.2,300.4,0.5,0.5,0.067,0.129,1.0,0.40821917799999996,0.559105431,0.7993702203999999,0.81890500702,0.01574448943,0.00995732575,0.7332433648,0.8236130867999999,0.05038236617,0.049786628730000004,0.1772379667,0.08819345661,0.01871782873,0.01748704663,0.7416939634999999,0.810880829,0.05849321479,0.05699481865,0.1567618156,0.08873056995,0.8625,,0.85,,0.9049999999999999,0.94,,0.94,,0.98,0.0825,0.09,,0.05500000000000001,,0.05,,0.06,,0.0,11525.0,50300.0,0.153,0.6130000000000001,0.025,0.364,0.5870000000000001,0.001,,,,,,0.042033235581622676,0.015640273704789834,0.08876355748373102,36.699259999999995,-77.536518
53,HALIFAX CO PBLC SCHS,4896,421.7,11,4,11586.11111,11.6,2448.0,116.0,202.3,604.4,0.636,1.0,0.048,0.10099999999999999,0.8181818181818182,0.216010165,0.25170068,0.46119281045,0.46194841187,0.009599673199999999,0.0036429872499999997,0.4152369281,0.5453551913,0.03635620915,0.04007285974,0.4987745098,0.3613843352,0.00916648902,0.0041000410000000004,0.41185248350000003,0.553095531,0.04092943935,0.0397703977,0.4966958005,0.3546535465,0.93,,0.9125,0.855,0.9525,0.93,,0.92,0.86,0.94,0.0425,0.0525,,0.027499999999999997,0.145,0.04,,0.04,0.07,0.03,34552.0,42669.0,0.139,0.37500000000000006,0.021,0.597,0.34600000000000003,0.008,,,,,,0.024539877300613498,0.03155127081507449,0.033022690437601296,36.768055,-78.923582
